"src","trg","Label","explanation"
"""Rencana ini dianggap untuk kepentingan oknum-oknum yang memiliki kedekatan dengan orang kuat di negeri ini.""","""Rencana ini dianggap untuk kepentingan oknum-oknum yang memiliki hubungan dekat dengan tokoh berpengaruh di negeri ini.""","Semantik (Diksi)","Kata ""kedekatan"" lebih baik diganti dengan ""hubungan dekat"" untuk kejelasan makna dan menghindari kesan informal."
"""Dalam kondisi ini, Pertamina tidak boleh mengalami intervensi dari pihak luar.""","""Dalam kondisi ini, Pertamina tidak seharusnya mengalami intervensi dari pihak luar.""","Semantik (Diksi)","Frasa ""tidak boleh"" kurang tepat karena berkonotasi larangan, sementara ""tidak seharusnya"" lebih sesuai dalam konteks formal opini."
"""Direktur utama menegaskan bila tidak ada intervensi dalam pengelolaan Pertamina.""","""Direktur utama menegaskan bahwa tidak ada intervensi dalam pengelolaan Pertamina.""","Sintaksis (Konjungsi)","Kata ""bila"" digunakan salah karena bermakna kondisi. Kata ""bahwa"" lebih tepat digunakan untuk menyatakan penegasan."
"""Harissandi pun menghimbau kepada para anggota lain agar tidak menggunakan narkoba.""","""Harissandi pun mengimbau kepada para anggota lain agar tidak menggunakan narkoba.""","Morfologi (Afiksasi)","Kata ""menghimbau"" salah secara ejaan karena imbuhan/Prefiks ""meng-"" diikuti kata dasar ""imbau."" Penulisan yang benar adalah ""mengimbau."""
"""penggabungan dan penggunaan huruf kapital pada kata Lubuk Linggau.""","""Penggabungan dan penggunaan huruf kapital pada kata Lubuklinggau.""","Fonologi (Penggunaan Huruf)","Penulisan nama geografis ""Lubuk Linggau"" harus ditulis serangkai menjadi ""Lubuklinggau,"" sesuai aturan penulisan nama wilayah geografi dalam bahasa Indonesia."
"""Awalnya anggota ini menyangkal, setelah digeledah di dalam mobil miliknya didapatkan satu butir ekstasi.""","""Awalnya anggota ini menyangkal, setelah digeledah di dalam mobil miliknya ditemukan satu butir ekstasi.""","Semantik (diksi)","Kata ""didapatkan"" tidak tepat dalam konteks ini karena merujuk pada hasil pencarian. Kata yang lebih sesuai adalah ""ditemukan."""
"""Kami juga meminta kepada masyarakat jika ada polisi yang menggunakan narkoba untuk tidak segan melapor.""","""Kami juga mengimbau kepada masyarakat jika ada polisi yang menggunakan narkoba untuk tidak segan melapor.""","Semantik (diksi)","Kata ""meminta"" kurang tepat dalam konteks formal imbauan dari pihak berwenang. Kata yang lebih sesuai adalah ""mengimbau."""
"""Adapun keempat polisi tersebut, berinisial Aiptu AR, Brptu AL, Brptu AD dan Brptu BD.""","""Adapun keempat polisi tersebut, berinisial Aiptu AR, Briptu AL, Briptu AD dan Briptu BD.""","Fonologi (Penghilangan Fonem)","Penulisan ""Brptu"" salah karena kehilangan fonem ""i."" Kata yang benar adalah ""Briptu."""
"""Selain itu, ia pun berharap agar seluruh anggota dapat bertugas sesuai dengan perturan yang berlaku.""","""Selain itu, ia pun berharap agar seluruh anggota dapat bertugas sesuai dengan peraturan yang berlaku.""","Morfologi (Afiksasi)","Kata ""perturan"" salah penulisan karena kehilangan fonem ""a."" Kata yang benar adalah ""peraturan."" yang berasal dari kata dasar ""atur"" yang kemudian diberi imbuhan ""per-"" dan ""-an""."
"""Seharusnya kita yang mengajak masyarakat perang melawan narkoba, bukan malah polisi memakai narkoba.""","""Seharusnya kita yang mengajak masyarakat untuk perang melawan narkoba, bukan malah polisi yang memakai narkoba.""","Sintaksis (Preposisi)","Kalimat ini membutuhkan tambahan kata ""untuk"" agar lebih logis dan jelas dalam konteks bahasa Indonesia formal."
"""Pebruari menjadi bulan penting bagi evaluasi kolokasi dalam kajian korpus.""","""Februari menjadi bulan penting bagi evaluasi kolokasi dalam kajian korpus.""","Fonologi (Perubahan Fonem)","Kesalahan perubahan fonem /p/ menjadi /f/. kesalahan ini dapat terjadi karena pengaruh bahasa pertama (bahasa daerah atau bahasa ibu).  Kata ""Februari"" adalah bentuk baku sesuai dengan yang terdapat dalam Kamus Besar Bahasa Indonesia (KBBI)."
"""Prosodi semantik menyebabkan penelitian korpus menjadi lebih efektif dibandingkan metode lain.""","""Prosodi semantik membuat penelitian korpus menjadi lebih efektif dibandingkan metode lain.""","Semantik (Diksi)","Kata ""menyebabkan"" tidak tepat dalam konteks ini karena lebih cocok menggunakan kata ""membuat"" untuk menyatakan pengaruh positif secara netral."
"""Munculnya teknologi seperti Sketch Engine menandakan tingginya analisis prosodik dalam linguistik.""","""Munculnya teknologi seperti Sketch Engine menandai tingginya analisis prosodik dalam linguistik.""","Morfologi (Afiksasi), Fonologi (Penggunaan Huruf)","Kata ""menandakan"" kurang tepat dan harus diganti dengan ""menandai,"" yang lebih sesuai dalam konteks kalimat formal. Kata menandai berasal dari kata dasar ""tanda"" yang kemudian diberi imbuhan ""men-"" dan ""-i."" Selain itu ""Sketch Engine"" merupakan bahasa asing yang dalam konteks formal bahasa Indonesia penulisannya harus menggunakan huruf miring."
"""Penelitian ini diharap dapat mengakibatkan peningkatan kualitas pembelajaran bahasa.""","""Penelitian ini diharap dapat meningkatkan kualitas pembelajaran bahasa.""","Semantik (Diksi)","Kata ""mengakibatkan"" lebih cocok diganti dengan ""meningkatkan"" untuk menekankan makna positif yang jelas, karena ""mengakibatkan"" memiliki prosodi semantik negatif."
"""Sinonim digunakan dengan tujuan agar penyunsunan bahan ajar lebih maksimal.""","""Sinonim digunakan dengan tujuan agar penyusunan bahan ajar lebih maksimal.""","Morfologi (Afiksasi)","Kata ""penyunsunan"" salah secara ejaan karena penyusunan sendiri berasal dari kata dasar ""susun"" yang kemudian diberi imbuhan ""peny-"" dan ""-an"" sehingga kata yang dihasilan adalah ""penyusunan."""
"""Kajian terdahulu tentang korpus menemukan perselisihan makna dalam kolokasi sinonim.""","""Kajian terdahulu tentang korpus menemukan perbedaan makna dalam kolokasi sinonim.""","Semantik (Diksi)","Kata ""perselisihan"" salah konteks karena memiliki makna konflik atau ketidaksepahaman. Kata ""perbedaan"" lebih netral dan sesuai dalam konteks penelitian."
"""Sejumlah studi memperlihatkan bahwa 'menyebabkan' memiliki ciri khas prosodik negatif.""","""Sejumlah studi menunjukkan bahwa 'menyebabkan' memiliki ciri khas prosodik negatif.""","Semantik (Diksi)","Kata ""memperlihatkan"" lebih tepat diganti dengan ""menunjukkan"" untuk kalimat formal yang merujuk pada hasil penelitian."
"""Transfer negatif dari bahasa Mandarin ke bahasa Indonesia merupakan masalah utama.""","""Transfer negatif dari bahasa Mandarin ke bahasa Indonesia adalah salah satu tantangan utama.""","Semanntik (Diksi)","Frasa ""masalah utama"" kurang tepat dan sebaiknya diganti dengan ""tantangan utama"" untuk memberikan makna yang lebih konstruktif."
"""Mahasiswa sering menggunakan kata penggolong tanpa memahami konteks yang benar.""","""Mahasiswa sering salah menggunakan kata penggolong sesuai konteks yang benar.""","Semantik (Ambiguitas)","Kalimat ini ambigu karena tidak menjelaskan bagaimana kata penggolong digunakan. Perubahan ini membuatnya lebih jelas."
"""Dalam bahasa Mandarin, pelajar sering kesulitan memahami kata tugas yang berfungsi untuk menandai struktur.""","""Dalam bahasa Mandarin, pelajar sering kesulitan memahami kata tugas yang menandai struktur.""","Semantik (Diksi)","Frasa ""berfungsi untuk"" dapat disederhanakan menjadi ""yang menandai"" agar lebih efektif dan sesuai kaidah bahasa formal."
"""Interferensi dari bahasa Indonesia membuat mahasiswa sering salah memahami kaidah Mandarin.""","""Interferensi dari bahasa Indonesia menyebabkan mahasiswa sering salah memahami kaidah Mandarin.""","Semanatik (Diksi)","Pemilihan kata ""membuat"" kurang formal dibandingkan dengan ""menyebabkan,"" yang lebih sesuai untuk konteks akademik."
"""Bentuk kata dalam bahasa Mandarin sering tidak berubah, berbeda dengan bahasa Indonesia.""","""Bentuk kata dalam bahasa Mandarin tidak mengalami perubahan, berbeda dengan bahasa Indonesia.""","Sintaksis (Struktur Kalimat)","Kalimat ini perlu diperbaiki agar lebih efektif dengan menghilangkan kata ""sering"" dan menambahkan kata ""mengalami"" untuk menunjukkan perubahan struktur yang lebih jelas."
"""Kami pergi ke pasar bersama mereka.""","""Kita pergi ke pasar bersama mereka.""","Semantik (Diksi)","Kata ""kami"" digunakan salah, karena dalam konteks ini, pembicara dan pendengar sama-sama terlibat. Kata yang benar adalah ""kita."""
"""Acara kecelakaan itu terjadi di depan sekolah.""","""Peristiwa kecelakaan itu terjadi di depan sekolah.""","Semantik (Diksi)","Kata ""acara"" salah digunakan karena bermakna kegiatan yang direncanakan. Kata yang benar adalah ""peristiwa,"" yang sesuai untuk kejadian tidak terduga."
"""Jam 7 pagi saya bangun dari tidur.""","""Pukul 7 pagi saya bangun dari tidur.""","Semantik (Diksi)","Kata ""jam"" salah digunakan untuk menunjukkan waktu. Kata yang benar adalah ""pukul."""
"""Kipas angin itu panas sekali.""","""Kipas angin itu terasa sangat panas.""","Semantik (Kolokasi)","Kata ""panas"" kurang tepat tanpa keterangan tambahan. Kata yang benar adalah ""terasa panas,"" karena panasnya bersifat subjektif dan berdasarkan persepsi."
"""Saya mengenakan pakaian formal untuk acara sekolah.""","""Saya memakai pakaian formal untuk acara sekolah.""","Semantik (Diksi)","Kata ""mengenakan"" dan ""memakai"" mirip, tetapi konteks ini lebih umum menggunakan ""memakai."""
"""Saya melihat burung turun di ranting pohon.""","""Saya melihat burung hinggap di ranting pohon.""","Semantik (Diksi)","Kata ""turun"" kurang tepat digunakan dalam konteks burung. Kata yang benar adalah ""hinggap."""
"""Semua anak-anak di kelas 3 rajin belajar.""","""Semua anak di kelas 3 rajin belajar.""","Semantik (Pleonasme)","Penggunaan kata ""semua"" dan bentuk jamak ""anak-anak"" berlebihan, sehingga menyebabkan redundansi."
"""Di masa pandemi ini, banyak anak-anak belajar di rumah.""","""Pada masa pandemi ini, banyak anak-anak belajar di rumah.""","Sintaksis (Preposisi)","Kata depan ""di"" digunakan salah untuk waktu abstrak. Kata yang benar adalah ""pada."""
"""Siswa mencatat dengan buku catatan.""","""Siswa mencatat di buku catatan.""","Sintaksis (Preposisi)","Kata depan ""dengan"" salah digunakan untuk menunjukkan alat. Kata yang benar adalah ""di."""
"""Ibu membuat kue buat kami sekeluarga.""","""Ibu membuat kue untuk kami sekeluarga.""","Semantik (Diksi)","Kata ""buat"" kurang formal dalam konteks tulisan. Kata yang benar adalah ""untuk."""
"""Bajak laut itu dipimpin dengan seorang Kapitan.""","""Bajak laut itu dipimpin oleh seorang Kapitan.""","Sintaksis (preposisi)","Kata depan ""dengan"" tidak sesuai dalam konteks ini. Kata yang benar adalah ""oleh"" untuk menyatakan subjek pelaku tindakan."
"""Disuatu hari hiduplah keluarga kecil.""","""Di suatu hari hiduplah keluarga kecil.""","Sintaksis (Preposisi)","Penulisan kata depan ""di"" harus dipisahkan jika merujuk pada kata keterangan tempat dan waktu."
"""Setelah menunggu sangat, akhirnya ia mendapatkan ikan.""","""Setelah menunggu dalam waktu yang sangat lama, akhirnya ia mendapatkan ikan.""","Sintaksis (Struktur Kalimat)","Frasa ""menunggu sangat"" tidak logis dan membutuhkan pelengkap untuk menjelaskan durasi waktu."
"""Kapitan dan anak buahnya mendekati para pedagang-pedagang itu""","""Kapitan dan anak buahnya mendekati pedagang-pedagang itu""","Semantik (Pleonasme)","Penggunaan ""para"" bersamaan dengan bentuk jamak ""pedagang-pedagang"" menyebabkan redundansi. Salah satu harus dihilangkan."
"""Dan pada saat itu wanita cantikpun memasakkan makanan untuk Toba.""","""Pada saat itu, wanita cantik memasakkan makanan untuk Toba.""","Sintaksis (Konjungsi)","Penggunaan kata ""dan"" di awal kalimat tidak diperlukan dan menyebabkan kalimat tidak efektif."
"""Ibunya kesakitan minta tolong dan tidak ada yang menolongnya.""","""Ibunya kesakitan dan meminta tolong, tetapi tidak ada yang menolongnya.""","Morfologi (Afiksasi), Sintaksis (Konjungsi)","Kata kerja ""minta"" seharusnya ""meminta"" agar sesuai dengan kaidah tata bahasa. Penambahan kata ""tetapi"" diperlukan untuk memperjelas hubungan antar klausa."
"""Kapitan lalu namoke tempat tu Mu Ci.""","""Kapitan lalu menamakan tempat itu Mu Ci.""","Semantik (Pengaruh Bahasa Asing/Daerah)","Penggunaan kata ""namoke"" dan ""tu"" adalah pengaruh dari bahasa Lematang yang diserap langsung tanpa penyesuaian ke dalam bahasa Indonesia."
"""Di Jakarta Malin Kundang membuka usaha yang sangat sukses, disana malin mendapat jodoh""","""Di Jakarta, Malin Kundang membuka usaha yang sangat sukses. Di sana, Malin mendapatkan jodoh"""," Sintaksis (Preposisi)","Kata ""disana"" harus dipisah menjadi ""di sana."" Penulisan kata depan ""di"" harus dipisahkan jika merujuk pada kata keterangan tempat dan waktu. Struktur kalimat terlalu panjang sehingga perlu dipisah menjadi beberapa kalimat untuk meningkatkan kejelasan."
"""Malin Kundang berpamitan kepada ibunya, untuk merantau mencari kerjaan.""","""Malin Kundang berpamitan kepada ibunya untuk merantau mencari pekerjaan.""","Morfologi (Afiksasi)","Kata ""kerjaan"" tidak baku dalam bahasa Indonesia. Kata yang benar adalah ""pekerjaan."" yang berasal dari kata dasar ""kerja"" dan diberi imbuhan ""pe-"" dan ""-an."" "
"""Ada banyak hewan yang kehilangan orang tuanya.""","""Ada banyak hewan yang kehilangan induknya.""","Semantik (Diksi)","Kata ""orang tua"" tidak sesuai digunakan untuk hewan, seharusnya menggunakan kata ""induk"" untuk menyesuaikan dengan subjek hewan."
"""saya belum melihatmu sebelumnya?""","""Saya belum pernah melihatmu sebelumnya?""","Sintaksis (Kalimat Tidak Efektif), Semantik (Kolokasi)","Kalimat tidak efektif karena ada penghilangan kata ""pernah,"" sehingga sulit dipahami pembaca. Kata ""pernah"" diperlukan untuk melengkapi makna."
"""pada saat bulan ramadhan""","""Pada saat bulan Ramadan""","Fonologi (Penggunaan Huruf)","Kata ""ramadhan"" tidak sesuai dengan kaidah ejaan bahasa Indonesia yang baku, yang benar adalah ""Ramadan."" Jika tetap ingin menggunakan kata ""ramadhan"" maka harus ditulis dengan huruf miring karena merupakan serapan bahasa asing."
"""ular itu bersiyap menyerang""","""Ular itu bersiap menyerang.""","Morfologi (Afiksasi)","Kata ""bersiyap"" salah karena terpengaruh bahasa Jawa (siyap). Kata baku dalam bahasa Indonesia adalah ""bersiap"" yang berasal dari kata dasar ""siap"" dan diberi imbuhan ""ber-"""
"""Tulisan yang berjudul sekiranya aku orang Belanda.""","""Tulisan yang berjudul Sekiranya Aku Orang Belanda.""","Fonologi (Penggunaan Huruf)","Penulisan judul harus menggunakan huruf kapital pada setiap kata utama sesuai pedoman ejaan yang benar."
"""karena sampah yang ada di selokan tidak di bersihkan.""","""Karena sampah yang ada di selokan tidak dibersihkan.""","Sintaksis (Preposisi)","Kata depan ""di"" pada ""di bersihkan"" salah karena seharusnya ditulis tanpa spasi. karena kata depan ""di"" yang merujuk pada kata kerja harus ditulis serangkai tanpa spasi. Jadi penulisan yang benar adalah ""dibersihkan"" bukan ""di bersihkan."""
"""dan kembali kebus""","""Dan kembali ke bus.""","Sintaksis (Preposisi)","Kata depan ""ke"" pada ""kebus"" salah karena ditulis serangkai, seharusnya dipisahkan untuk menunjukkan keterangan tempat."
"""tidak adanya persatuan minimnya persenjataan dan melemahnya teknik yang digunakan.""","""Tidak adanya persatuan, minimnya persenjataan, dan melemahnya teknik yang digunakan.""","Sintaksis (Tanda Baca)","Kalimat ini memerlukan tanda koma untuk memisahkan bagian-bagian enumerasi."
"""telah bertahun2 lamanya padang hijau itu.""","""Telah bertahun-tahun lamanya padang hijau itu.""","Sintaksis (Tanda Baca)","Kata ulang ""bertahun2"" salah karena menggunakan angka ""2,"" seharusnya ditulis dengan tanda hubung sesuai kaidah bahasa Indonesia."
"""Bu apakah uangku sudah cukup ?""","""Bu, apakah uangku sudah cukup?""","Sintaksis (Tanda Baca)","Kalimat ini salah karena tidak menggunakan tanda koma setelah sapaan ""Bu,"" serta tanda tanya yang digunakan salah posisinya karena menggunakan spasi setelah kata terakhir."
"""Aku sampai disana aku melihat peninggalan sejarah.""","""Sampai di sana, aku melihat peninggalan sejarah.""","Sintaksis (Struktur Kalimat)","Kalimat ini mengalami penggandaan subjek ""aku,"" dan struktur kalimat kurang efektif. Perbaikan dilakukan dengan menghilangkan subjek yang berulang dan menambahkan koma pada keterangan tempat."
"""Agar tidak menyebabkan banjir dan tidak menyebabkan sarang nyamuk.""","""Agar tidak menyebabkan banjir dan sarang nyamuk.""","Semantik (Pleonasme)","Kalimat ini tidak efektif karena frasa ""tidak menyebabkan"" diulang, sehingga perlu diringkas agar lebih ekonomis."
"""Bagi para mahasiswa yang akan mengikuti ujian harus melunasi uang SPP.""","""Para mahasiswa yang akan mengikuti ujian harus melunasi uang SPP.""","Sintaksis (Struktur Kalimat)","Penggunaan frasa ""bagi para mahasiswa"" menyebabkan struktur kalimat tidak baku. Subjek kalimat seharusnya ""para mahasiswa"" untuk menghasilkan kalimat yang lebih efektif."
"""Aduh, kepala saya bingung.""","""Aduh, kepala saya pusing.""","Semantik (Diksi)","Kata ""bingung"" salah secara makna karena tidak tepat menggambarkan kondisi fisik kepala. Kata yang lebih sesuai adalah ""pusing."""
"""Dalam pertemuan itu membicarakan pascaperang Teluk.""","""Pertemuan itu membicarakan pascaperang Teluk.""","Sintaksis (Struktur Kalimat)","Kalimat salah karena tidak memiliki subjek yang jelas. Perbaikan dilakukan dengan menyisipkan subjek ""pertemuan itu"" di awal kalimat."
